item_id,department,level,difficulty,workload
ECON200_00861,ECON,200,3.2169040001394325,1.5240575039928728
ENGL100_00862,ENGL,100,1.3753948504802844,2.2572353128639846
ECON300_00863,ECON,300,2.80231173311454,3.980170253848918
MATH200_00864,MATH,200,2.148060257994044,3.018311589817855
MATH300_00865,MATH,300,3.1429442362483293,3.683451801606184
MATH300_00866,MATH,300,4.657296118967277,4.075312629121586
ENGR200_00867,ENGR,200,2.528641500823472,2.276859775723402
ENGL100_00868,ENGL,100,4.875856913926912,3.323665395569252
PHYS300_00869,PHYS,300,2.176774855398824,1.606819694278811
CHEM300_00870,CHEM,300,3.4235161436604327,2.968786913440955
STAT100_00871,STAT,100,4.116095166147881,3.228140578188868
PSYCH100_00872,PSYCH,100,3.5612962846578067,3.3925227386840184
STAT200_00873,STAT,200,2.1927061531937126,4.279871318543119
PSYCH400_00874,PSYCH,400,2.716280680721393,3.9844881517244404
STAT200_00875,STAT,200,3.0436381658828635,1.994660359589123
PHYS400_00876,PHYS,400,2.1721879734848644,1.9137039663473203
ENGL300_00877,ENGL,300,2.646982620794128,3.3130717942902272
ECON100_00878,ECON,100,4.310599836822538,2.9599880879015052
PHYS100_00879,PHYS,100,3.605364026681636,2.2338726983362034
MATH200_00880,MATH,200,3.937755261808237,4.898963330596615
ENGR200_00881,ENGR,200,4.178145582103685,2.719199244762762
ENGR200_00882,ENGR,200,3.635848169886262,3.7967639339784753
ENGR200_00883,ENGR,200,1.3008071710321314,2.114521612844861
CHEM500_00884,CHEM,500,4.950623654981662,3.3838414587903114
ENGL200_00885,ENGL,200,4.9356981932534225,2.0060876065055426
PHYS300_00886,PHYS,300,2.9859228696625575,3.559678170478828
CS500_00887,CS,500,2.392096687792733,1.1022202189071093
PHYS300_00888,PHYS,300,3.768534993421314,3.8379065685219103
CHEM300_00889,CHEM,300,3.8571343178736175,4.340378761320374
PSYCH400_00890,PSYCH,400,3.0485277304475042,3.6297561266042377
PHYS100_00891,PHYS,100,4.524196140700322,3.8435987782934156
CS400_00892,CS,400,1.2675643098414686,2.572516192348476
BIO200_00893,BIO,200,4.35364100244877,3.4192200147815663
MATH400_00894,MATH,400,2.726426396897072,3.4767137850353107
PSYCH100_00895,PSYCH,100,4.648623500521293,2.392968234006048
CS500_00896,CS,500,4.900801799136474,3.789886260627532
ECON400_00897,ECON,400,1.1516818666284814,1.0082026521872463
ECON500_00898,ECON,500,3.1945486997190105,1.5339972191285587
MATH500_00899,MATH,500,1.0518288147657833,3.547058004312923
STAT500_00900,STAT,500,4.151139951407746,1.1578391281290052
PSYCH200_00901,PSYCH,200,1.0885039629883067,2.6338032507814586
PHYS200_00902,PHYS,200,2.548102924893902,2.451723446202318
CS500_00903,CS,500,4.4401795512039985,4.397296761910326
MATH100_00904,MATH,100,4.373242375354132,2.7483554257390317
CHEM500_00905,CHEM,500,2.483573617982552,1.9070459907274895
ENGR200_00906,ENGR,200,2.994840243771999,1.2018755329394484
MATH400_00907,MATH,400,2.69679771680307,3.099064802802625
PHYS300_00908,PHYS,300,2.1112271005444447,4.916271085481094
CHEM500_00909,CHEM,500,2.295331958628457,3.5347401981936044
PHYS500_00910,PHYS,500,4.087533896344262,1.8175808906225162
STAT300_00911,STAT,300,1.439632304363021,3.2348660434332457
STAT500_00912,STAT,500,1.3913992200992418,1.1948964457436237
CHEM500_00913,CHEM,500,4.645274784724034,2.187009686447243
MATH200_00914,MATH,200,3.9900786425429255,4.522351514272743
CHEM200_00915,CHEM,200,1.0154819539626199,1.0941195470957963
CS300_00916,CS,300,4.491995173591919,4.102015936344397
ENGR100_00917,ENGR,100,4.8028266119335115,4.993832819831086
CHEM300_00918,CHEM,300,2.5303032236746117,3.1784142337091845
PSYCH300_00919,PSYCH,300,3.724357129711062,4.2809833406024485
ENGR400_00920,ENGR,400,1.9692523002204263,1.8793867156605653
CS300_00921,CS,300,2.4198873073753506,4.067418095300533
ECON300_00922,ECON,300,3.092979122746792,4.392188745414047
CS500_00923,CS,500,2.4180195292374798,3.062777902008201
PSYCH400_00924,PSYCH,400,2.06192480714821,4.771571317878426
CHEM200_00925,CHEM,200,4.691274344810447,4.37388243706685
ECON100_00926,ECON,100,1.6160280351043945,1.4070192436100784
ENGR400_00927,ENGR,400,1.6071628869600452,4.606575462149285
ECON300_00928,ECON,300,2.0016597380714156,2.160994257074331
CHEM100_00929,CHEM,100,4.55459084581676,3.5175279296540656
MATH400_00930,MATH,400,3.5646436020565324,4.485064487139752
PSYCH300_00931,PSYCH,300,4.379988795150782,4.5715104109330795
PSYCH400_00932,PSYCH,400,2.7142526224399743,1.8860289260674072
ECON200_00933,ECON,200,3.011114596153631,3.7520195517731847
BIO500_00934,BIO,500,2.356893431535141,4.765062524063909
BIO300_00935,BIO,300,3.24087192544323,4.388792172948326
CHEM400_00936,CHEM,400,3.128450684889936,3.1736960709073747
PSYCH300_00937,PSYCH,300,4.015785486935189,3.6260762501289037
CHEM500_00938,CHEM,500,1.1164599824213401,4.894686630117034
MATH200_00939,MATH,200,3.530478703121195,1.8682974443967666
BIO500_00940,BIO,500,3.821312634518104,3.0043594780657696
PSYCH500_00941,PSYCH,500,4.256459785663581,4.257799450576856
STAT200_00942,STAT,200,1.9614923035077352,2.415836139998517
PHYS100_00943,PHYS,100,4.944317823053973,1.6042969885888763
CS200_00944,CS,200,2.576598191397762,1.0511132603753617
PHYS100_00945,PHYS,100,4.420580793249433,2.3271420535831027
PHYS500_00946,PHYS,500,2.299100343285744,2.579101767597455
PHYS500_00947,PHYS,500,3.7159061249335603,1.2370454182009212
ECON300_00948,ECON,300,3.6783145203941903,2.375264707804554
BIO400_00949,BIO,400,2.712381195294078,1.7504421613917094
CHEM100_00950,CHEM,100,3.69199323349254,2.945743647583832
CHEM200_00951,CHEM,200,2.268980565754546,2.6813299086416365
BIO400_00952,BIO,400,3.5345108338792635,1.221226352591962
ECON400_00953,ECON,400,2.150232190221824,2.4346362393225576
CS100_00954,CS,100,3.3672372146335188,1.1411139276635565
MATH100_00955,MATH,100,1.0638437343263223,2.091120972441467
BIO200_00956,BIO,200,1.6987454712519976,3.057386801875586
ENGL500_00957,ENGL,500,3.7062581934483063,2.921428989347335
PHYS400_00958,PHYS,400,4.52561201008475,4.857156463558489
ENGL100_00959,ENGL,100,2.253734755156791,4.218025838499127
ECON100_00960,ECON,100,1.0347115963401001,2.4674883223858184
CHEM100_00961,CHEM,100,4.056994904286319,1.7105381544589946
ECON300_00962,ECON,300,2.9144539458114624,3.9073792407258714
PSYCH100_00963,PSYCH,100,3.73862138183669,1.7396210370337588
PSYCH500_00964,PSYCH,500,2.190225795690705,4.732962469178563
CS400_00965,CS,400,3.575604868172157,3.0805416751787185
PSYCH100_00966,PSYCH,100,1.3365059152941376,1.605356908630779
CS500_00967,CS,500,2.635142606219306,4.917960326779549
CHEM400_00968,CHEM,400,2.516489640730468,1.5797622292696976
ENGR300_00969,ENGR,300,3.8845974221596764,1.5443901425526874
BIO100_00970,BIO,100,1.0013035793880332,4.741579078321195
ENGR200_00971,ENGR,200,1.8954920139727371,3.003957258998128
ECON100_00972,ECON,100,3.542122016970485,2.010496773843537
BIO300_00973,BIO,300,4.50837287467918,2.3201103696064314
CS300_00974,CS,300,1.9152819049919438,4.063137559751719
BIO300_00975,BIO,300,4.999152703468123,4.571550768204242
BIO100_00976,BIO,100,3.1381812839128416,3.614617483746268
PHYS500_00977,PHYS,500,2.623472663949844,4.309383928354787
PSYCH200_00978,PSYCH,200,3.858457333196886,3.8282058246484434
CHEM200_00979,CHEM,200,4.415226044288865,1.5217447482295041
ENGR200_00980,ENGR,200,1.8420449068184332,3.396932453387471
CS400_00981,CS,400,1.5509863275657572,4.415042452140067
STAT300_00982,STAT,300,4.3876166805511,1.2616725313378767
CHEM100_00983,CHEM,100,2.311885894443403,1.2020585569279487
MATH200_00984,MATH,200,4.105169738265938,3.693050626377687
CHEM400_00985,CHEM,400,3.03166021822843,2.576056559438023
ENGL500_00986,ENGL,500,2.873836481268741,3.9727049391655957
BIO200_00987,BIO,200,4.662355690986118,4.67067340114706
ENGL400_00988,ENGL,400,4.506281389597887,1.4069835192909688
ENGR300_00989,ENGR,300,2.971957729187124,1.8044681148994988
CS200_00990,CS,200,2.673364926966319,2.269873561950398
BIO200_00991,BIO,200,4.488095670194367,3.434204436896922
CS300_00992,CS,300,4.974641693196464,1.286331624761257
STAT100_00993,STAT,100,1.0869174289999597,2.0455315938251633
PSYCH200_00994,PSYCH,200,2.5181135257601595,2.7584804788981425
CS100_00995,CS,100,3.652272886147342,1.6666435263354211
PHYS400_00996,PHYS,400,1.7178155026157897,1.1543701140224494
ENGR200_00997,ENGR,200,1.1898163397400805,1.2234376332717032
CS400_00998,CS,400,2.089988962562514,1.9268969488154069
CHEM300_00999,CHEM,300,2.9702398726514274,2.575034480202055
PHYS300_01000,PHYS,300,2.0546871835324887,1.6709321437446776
ECON400_01001,ECON,400,2.012962819873023,3.258233923459411
CS500_01002,CS,500,2.622265349577956,3.2606258747698766
BIO200_01003,BIO,200,3.8830073515734846,1.8336822595899869
CHEM300_01004,CHEM,300,3.54544021152294,2.6563194184650993
STAT100_01005,STAT,100,1.7317698520616318,2.7707090202027342
MATH500_01006,MATH,500,2.947187503398694,4.912729390276052
PSYCH300_01007,PSYCH,300,3.4635725533360855,1.6829912307248307
PHYS400_01008,PHYS,400,3.7876122208594514,3.0589259013465684
BIO100_01009,BIO,100,2.278701600417602,1.1817417729585866
MATH200_01010,MATH,200,4.73510191404816,3.675327896470418
ENGR200_01011,ENGR,200,1.4937804401406236,3.7054696110667007
PSYCH500_01012,PSYCH,500,4.5355843931976665,3.643657612336156
CS500_01013,CS,500,3.272981548240622,2.043587116235607
CS400_01014,CS,400,3.2370246692669813,1.1277333598178991
PHYS400_01015,PHYS,400,1.5999989159043548,1.0384014245599813
PSYCH200_01016,PSYCH,200,3.4179513131938317,1.4773402609027109
ECON400_01017,ECON,400,4.5852941463600265,2.4086797984611517
CS400_01018,CS,400,1.911418829384247,4.755879468035078
ENGL200_01019,ENGL,200,4.532036044853585,1.3551565093935412
ENGL400_01020,ENGL,400,4.492002633453168,4.0178640968627
ENGL100_01021,ENGL,100,1.8523264179457755,3.261220013060041
BIO500_01022,BIO,500,4.98860348180148,4.938377059578637
PHYS500_01023,PHYS,500,4.518150888464161,4.63483068400144
ENGL400_01024,ENGL,400,2.2045035039328154,2.317819822951669
PHYS500_01025,PHYS,500,1.130530580666957,1.4723711212825554
CS300_01026,CS,300,1.3750092891553045,1.0111394931728674
ENGR500_01027,ENGR,500,1.4620718217298925,2.3345541999363983
STAT100_01028,STAT,100,3.4336877038892206,1.479358110685975
MATH100_01029,MATH,100,4.278986643011743,2.6493424549478752
ECON100_01030,ECON,100,3.3611585246627653,2.591016606579696
ECON100_01031,ECON,100,4.399743356359801,1.658296776245204
CS300_01032,CS,300,3.4858709327684068,4.982111090131173
CS400_01033,CS,400,4.51099874061503,3.5456039277221163
PSYCH300_01034,PSYCH,300,3.2360432335038927,3.5942380825290505
CS300_01035,CS,300,4.052041771768566,1.0014968077836968
BIO300_01036,BIO,300,3.6467707367995765,1.2828860961876534
CHEM500_01037,CHEM,500,4.4471285605993,4.887512940687937
CHEM200_01038,CHEM,200,1.8185305290345442,4.875934030745441
CHEM100_01039,CHEM,100,4.104952609673915,1.3367028419367735
CHEM400_01040,CHEM,400,3.9779560789342776,1.7695501336046382
ENGR400_01041,ENGR,400,4.0556225924159595,1.459416663298386
CHEM300_01042,CHEM,300,2.6727481444452086,3.0438376852065896
STAT500_01043,STAT,500,4.097885214411667,3.9564605312621812
PHYS500_01044,PHYS,500,3.5199624464810046,3.191737955682032
CHEM500_01045,CHEM,500,4.53230190447394,4.325503590444692
BIO100_01046,BIO,100,1.9454121797554107,3.9755826134843213
CHEM200_01047,CHEM,200,2.245663683525716,1.8401952119065523
MATH100_01048,MATH,100,4.853049902264977,3.3327478716888828
STAT300_01049,STAT,300,3.8050277592668773,3.856275248387085
ECON200_01050,ECON,200,1.9569423239393413,4.289480229965965
STAT400_01051,STAT,400,2.344497190435216,4.151338219234557
BIO200_01052,BIO,200,4.990318196033661,1.5086907292623026
CS100_01053,CS,100,2.819024275317819,1.8932043610440008
ECON300_01054,ECON,300,2.4703684640451993,2.3219211928874235
ENGL500_01055,ENGL,500,1.552259092823344,2.621782202332238
CS200_01056,CS,200,4.688658910804049,3.0222367512368526
MATH200_01057,MATH,200,1.4357580614610983,2.263946771940681
CHEM200_01058,CHEM,200,3.38077696637226,1.8896260040128694
ENGR300_01059,ENGR,300,1.61607822560154,2.4957654125691837
PHYS100_01060,PHYS,100,2.7279623129729154,4.244547953856925
STAT100_01061,STAT,100,4.734768036804565,1.6607632941268076
ENGL100_01062,ENGL,100,1.4866064262767589,2.5089353555484957
CHEM500_01063,CHEM,500,2.512706553229354,2.18500100809601
PSYCH400_01064,PSYCH,400,2.2105121563235692,4.747459585938238
STAT400_01065,STAT,400,2.7053664495913563,2.801918901880589
STAT300_01066,STAT,300,1.774092470808303,3.4560478546770663
CS400_01067,CS,400,4.36348993584174,2.5920014261913376
ENGR300_01068,ENGR,300,4.426880039505338,2.6228250653868095
STAT300_01069,STAT,300,2.351332511514019,3.661288410464706
ENGL100_01070,ENGL,100,2.441813594203507,3.8516415042229357
ECON200_01071,ECON,200,3.331284178750426,2.5642467910219877
BIO200_01072,BIO,200,4.528426212779852,2.5395745675127532
STAT400_01073,STAT,400,3.817650472657557,3.3498852874736387
STAT300_01074,STAT,300,1.6218517487292265,4.061562438696571
ENGR200_01075,ENGR,200,2.897638669939594,1.6572053952541226
ECON500_01076,ECON,500,2.6447502926203175,4.463127494592991
PHYS200_01077,PHYS,200,2.788689227971643,4.641494970233181
ENGL500_01078,ENGL,500,3.654737474040787,4.2584355268085865
ENGL100_01079,ENGL,100,4.633202969559565,4.230657424566324
CHEM300_01080,CHEM,300,4.575587999314687,1.8672033943993083
PSYCH100_01081,PSYCH,100,3.4144968498553347,1.4104559385135405
PHYS500_01082,PHYS,500,2.9691972318596473,4.790758320769962
BIO500_01083,BIO,500,2.0949702292037498,1.1093342967500655
CS200_01084,CS,200,1.0667362980241295,4.975442021469632
STAT200_01085,STAT,200,1.6730175646918681,3.1831840420195294
PSYCH500_01086,PSYCH,500,2.3773624700082894,2.602108448537637
PSYCH500_01087,PSYCH,500,3.6643655996375495,2.4157680490150457
CS200_01088,CS,200,2.653740629464248,4.7299681025712825
PSYCH500_01089,PSYCH,500,1.400692681253794,1.6435526361298902
MATH300_01090,MATH,300,1.9026310201309324,3.435350552391285
STAT500_01091,STAT,500,3.921889140244275,1.9516811661874645
PHYS100_01092,PHYS,100,1.4300289911046153,4.258485393547323
MATH400_01093,MATH,400,1.7696861102934016,3.04572071920021
CHEM200_01094,CHEM,200,2.7023651598707543,2.277413878515744
MATH200_01095,MATH,200,3.6236994963591744,2.0331705905970954
PHYS200_01096,PHYS,200,2.6410391729004066,4.243485005944406
ENGR100_01097,ENGR,100,1.0523373400151583,4.950256351873053
PSYCH200_01098,PSYCH,200,2.348154029401548,3.752356547976452
ENGR200_01099,ENGR,200,4.34003255030135,3.2191460272935366
ENGL100_01100,ENGL,100,1.6071885251053053,4.8605758970372115
PHYS400_01101,PHYS,400,2.573834191788011,2.924024278951162
ENGL300_01102,ENGL,300,2.308528248634082,3.196770471684205
BIO400_01103,BIO,400,3.115529391242739,1.5346233321233798
ENGR100_01104,ENGR,100,2.2484092742207333,1.9990684415634377
PSYCH100_01105,PSYCH,100,2.018665425076582,4.1548786213428235
CS300_01106,CS,300,2.175851959475263,1.1834437794265842
ECON200_01107,ECON,200,3.947760550153474,2.4572579139302855
BIO300_01108,BIO,300,1.2584748176436729,2.9363232373187973
PSYCH300_01109,PSYCH,300,1.9546113180906328,1.806954238556945
STAT200_01110,STAT,200,4.260593101499926,2.647056220811284
CS300_01111,CS,300,3.1502082869678114,4.944930721286886
STAT100_01112,STAT,100,3.1395596149496106,3.0282097479775096
STAT300_01113,STAT,300,2.637412403342126,4.30022951587383
ECON500_01114,ECON,500,1.7920335964700058,4.182567943728792
STAT100_01115,STAT,100,3.8558708956447996,2.633685028796719
ENGR500_01116,ENGR,500,3.859526686809207,3.745140839503429
CHEM400_01117,CHEM,400,2.2619359072599727,1.2153041935325115
MATH400_01118,MATH,400,4.069517259991681,1.339280970307875
BIO100_01119,BIO,100,1.6502783123555185,3.5044582670811644
STAT300_01120,STAT,300,1.417493405027404,3.392429888035467
MATH300_01121,MATH,300,2.681771543696717,2.6528227097921984
ENGL300_01122,ENGL,300,3.271186161188984,3.4559884515470074
BIO500_01123,BIO,500,1.178705754453072,1.5835879983501768
PHYS400_01124,PHYS,400,3.461122809300102,3.2596621745295202
ENGR400_01125,ENGR,400,2.7906316327846303,4.656940834630053
ENGL500_01126,ENGL,500,1.863029524145801,2.5447494939403006
BIO500_01127,BIO,500,4.065032292917586,2.1178934668172418
PHYS300_01128,PHYS,300,4.7929963919692105,2.6810115572106024
PHYS400_01129,PHYS,400,3.9365201441602053,1.969729313145118
BIO100_01130,BIO,100,2.2777233390785856,4.603427404232839
CHEM200_01131,CHEM,200,3.8358568555366324,3.7045164986839008
PHYS300_01132,PHYS,300,2.6144855579213866,3.6718395671740196
ENGR300_01133,ENGR,300,1.0855754826341828,2.073525780542083
STAT300_01134,STAT,300,2.2315442174372357,1.0736484683082002
ENGL500_01135,ENGL,500,4.881508355741465,1.526473864297003
PSYCH200_01136,PSYCH,200,3.5409504202412183,4.060851945422952
STAT100_01137,STAT,100,1.3255064089493325,3.25742241952419
PHYS200_01138,PHYS,200,3.2353036347324076,2.4133429582243475
ENGR500_01139,ENGR,500,4.520137553657274,4.0808863687058246
CS500_01140,CS,500,4.266211455024761,1.6482601636105594
STAT100_01141,STAT,100,3.026001407338187,4.107540155815519
PHYS500_01142,PHYS,500,1.6028389319891718,2.007574471139706
CS400_01143,CS,400,3.749226194870209,3.7632523000224594
MATH500_01144,MATH,500,1.8603506809769663,3.0620899372236825
STAT300_01145,STAT,300,2.0865020053663192,4.483422732596719
PHYS500_01146,PHYS,500,2.929833694078398,2.020048855255022
ENGL500_01147,ENGL,500,1.6151973764178336,1.5946074411741185
PSYCH100_01148,PSYCH,100,1.8790101611052732,2.289477698474882
CHEM200_01149,CHEM,200,3.1509095101215103,4.636744685521967
MATH400_01150,MATH,400,2.126917571856636,1.0764400607419269
STAT300_01151,STAT,300,4.761357125763052,3.94771553622455
MATH500_01152,MATH,500,4.9186360774989115,1.4969852326339321
ECON400_01153,ECON,400,2.99481815032952,3.9610754024533574
BIO200_01154,BIO,200,2.771132808326224,4.67473210107112
ENGR500_01155,ENGR,500,3.5131292049339153,1.5688998558094722
PHYS100_01156,PHYS,100,2.488485309337947,4.896771674551442
ENGR400_01157,ENGR,400,2.4876870994564415,3.163452596968832
STAT300_01158,STAT,300,2.3882620400002894,3.7179490291437087
CHEM200_01159,CHEM,200,2.032176304194141,2.103167655559264
PSYCH400_01160,PSYCH,400,4.701586377168028,2.528780661282649
PHYS500_01161,PHYS,500,1.018284653522345,2.8567838045729754
PSYCH400_01162,PSYCH,400,4.846019410899285,3.8027462829916177
ENGL200_01163,ENGL,200,2.338349110963604,2.9758433039750467
ECON500_01164,ECON,500,3.5678634315539943,4.0919227538012235
STAT500_01165,STAT,500,3.1357616325237143,1.5935293880538643
ECON400_01166,ECON,400,1.1722497765224014,4.461242575758192
ECON200_01167,ECON,200,3.2055230038405123,4.630350402537793
ECON100_01168,ECON,100,2.431879082908857,1.9383888137285306
ENGR100_01169,ENGR,100,2.090480114489986,4.767538487282014
ENGR300_01170,ENGR,300,4.593444175218863,2.6754740692833003
ENGL300_01171,ENGL,300,1.6053133611130894,1.6551556734320654
BIO200_01172,BIO,200,3.606076144208865,2.5521213059222445
CS200_01173,CS,200,2.6371355936620566,1.731914279561943
STAT300_01174,STAT,300,3.3928331407771015,4.787847385176866
CS400_01175,CS,400,2.9111261427460633,4.21086594405952
CS100_01176,CS,100,1.065732860067539,4.753773728755487
PHYS400_01177,PHYS,400,1.9820056013452372,4.269405594072245
BIO300_01178,BIO,300,1.9178957797102876,1.772556371886437
STAT200_01179,STAT,200,3.2751474745737665,3.7860784498719777
BIO500_01180,BIO,500,3.392303449993869,2.912977055553707
STAT100_01181,STAT,100,1.824025302770608,4.762024783800021
CS500_01182,CS,500,3.8416922369886284,1.7633151632802702
CS500_01183,CS,500,2.775249674558307,1.9027844391438893
CS200_01184,CS,200,2.7001392532327277,3.9015257308295954
STAT200_01185,STAT,200,4.41237840664147,4.5258292626682195
ECON500_01186,ECON,500,3.217820958858696,1.4379742567673923
ENGR400_01187,ENGR,400,4.072163911663175,3.69433579384521
ECON100_01188,ECON,100,2.7227908284412554,3.7116145764826687
CS500_01189,CS,500,1.1266228505597615,1.5656488325513722
BIO100_01190,BIO,100,1.1833362905485423,1.2808408137888097
STAT100_01191,STAT,100,3.765919981285544,1.1745336886183129
PSYCH400_01192,PSYCH,400,4.585761448928482,1.1894359703755542
PHYS400_01193,PHYS,400,3.29126048640416,2.2734959537251083
CHEM200_01194,CHEM,200,4.81994542147425,2.355743475899126
MATH400_01195,MATH,400,2.286140067558165,1.25052057309109
STAT200_01196,STAT,200,3.3268701954559403,3.1743882684153437
CS200_01197,CS,200,3.7910645331656156,2.6339302042563517
ECON400_01198,ECON,400,1.1884264996015341,2.878162645238692
CS400_01199,CS,400,3.4511778426390065,4.301354050754883
BIO500_01200,BIO,500,2.2804359407142627,2.005376816892092
PSYCH300_01201,PSYCH,300,2.367577398961666,4.001359207763006
PSYCH300_01202,PSYCH,300,1.8930107681687862,3.230872292444486
CS300_01203,CS,300,1.4127839639346211,2.1638145463057246
CHEM400_01204,CHEM,400,4.246446438343424,3.547316205511138
CHEM300_01205,CHEM,300,1.7498647713870823,4.773772123382368
STAT200_01206,STAT,200,1.2071889118549337,1.271718438033897
MATH400_01207,MATH,400,3.8133574178971177,2.57921555584489
MATH500_01208,MATH,500,3.1369178331209557,3.2417410691752226
STAT400_01209,STAT,400,2.5114078819568153,2.8628481798228314
PHYS200_01210,PHYS,200,3.484199459780093,3.801362009384406
MATH400_01211,MATH,400,1.8228708193569512,3.6090443609654055
PSYCH400_01212,PSYCH,400,2.737725500124479,1.8061529204875462
ENGL200_01213,ENGL,200,4.59074022417057,3.6249580270018886
PSYCH400_01214,PSYCH,400,3.0150795956944934,1.6713932620461027
PSYCH500_01215,PSYCH,500,3.9015279427750182,4.333128021996119
ENGR100_01216,ENGR,100,4.421427410029866,2.8348880142330133
ENGL100_01217,ENGL,100,4.970844020862282,3.7710158521486816
BIO300_01218,BIO,300,4.920601032878821,3.858167592011566
BIO400_01219,BIO,400,3.0713247548787046,3.220081180076388
CHEM300_01220,CHEM,300,2.3763548023202437,1.4246632753274762
CHEM300_01221,CHEM,300,4.503749725185379,1.0319088155863576
BIO100_01222,BIO,100,3.313537141165611,1.7107715541665995
ENGR100_01223,ENGR,100,2.1000858611820257,4.483437495308927
PSYCH300_01224,PSYCH,300,4.141340424787074,4.15147137476993
CS500_01225,CS,500,3.2318172055972094,1.5035749062052446
PHYS500_01226,PHYS,500,3.2279024929095512,4.4863867229091765
STAT200_01227,STAT,200,3.047436521211482,3.677241452169904
BIO100_01228,BIO,100,2.6551055296789103,4.468812990334158
BIO300_01229,BIO,300,1.1513834489032542,1.5501879362755022
STAT400_01230,STAT,400,1.2818863395394682,2.906471480771734
ECON500_01231,ECON,500,4.579602836878507,2.559332143624469
STAT400_01232,STAT,400,2.545377030088953,4.838396923733546
MATH300_01233,MATH,300,1.5128646545970286,2.8103421180825774
ENGL400_01234,ENGL,400,4.047310980788485,2.3642722660966964
ENGR300_01235,ENGR,300,3.9795059188356148,3.3909192824253966
CS100_01236,CS,100,3.470183757020979,3.068379445333811
PSYCH100_01237,PSYCH,100,3.4337375983332468,3.3306914960571374
ENGL500_01238,ENGL,500,3.630351380447342,1.6222381060242181
PHYS300_01239,PHYS,300,1.7878083920851586,4.301378800196849
MATH500_01240,MATH,500,2.8742877315963233,3.600836912080836
CHEM500_01241,CHEM,500,1.2996273221964083,4.114081138178101
PHYS100_01242,PHYS,100,3.503363042555828,4.716956975131686
MATH400_01243,MATH,400,3.631800764263629,4.265800073774855
CS500_01244,CS,500,2.0895610619623888,4.882962179382661
ECON400_01245,ECON,400,2.655730470838224,2.9203347797123325
ENGR500_01246,ENGR,500,1.386868905507935,1.3355356930881266
MATH300_01247,MATH,300,4.286446005670037,3.027285768850052
ENGR200_01248,ENGR,200,4.390540377649788,3.3809970459134866
CS500_01249,CS,500,2.836983725730479,2.3552357162625928
MATH500_01250,MATH,500,2.901205211341374,2.7409245257930817
ENGL300_01251,ENGL,300,3.168329552498105,3.2515058044380054
PHYS100_01252,PHYS,100,1.8571086576327782,2.378924464214423
PHYS500_01253,PHYS,500,2.9703743744417332,4.198982938698279
PHYS500_01254,PHYS,500,1.3785175840554014,1.0737509127593974
CHEM300_01255,CHEM,300,4.343814126982258,4.183146216007717
BIO100_01256,BIO,100,3.7427669396907017,3.348540421509517
ENGR100_01257,ENGR,100,1.2771455176807063,1.9505213071362664
ENGR200_01258,ENGR,200,4.178729163346275,2.3521874670578655
STAT500_01259,STAT,500,2.9777117433051035,1.351302466785126
PSYCH300_01260,PSYCH,300,3.578858539059816,2.561176098205365
ENGL100_01261,ENGL,100,3.908142025791583,3.5595769745495214
CS500_01262,CS,500,3.5443777052975447,2.600885742937977
STAT200_01263,STAT,200,2.096331039100223,2.517157015328397
ENGR400_01264,ENGR,400,1.1654412659194557,2.69615968305169
PHYS200_01265,PHYS,200,4.112832725244682,3.736453261294413
CHEM500_01266,CHEM,500,1.026691752190796,3.444180534056551
CS200_01267,CS,200,4.956563859108323,2.967352018425399
ECON200_01268,ECON,200,2.324777690667151,3.972145454154796
CS400_01269,CS,400,3.0156735517620805,1.907834750297912
ENGR500_01270,ENGR,500,2.1230111221409373,3.883436455336452
PHYS200_01271,PHYS,200,4.97531373142953,1.2185793016244948
PHYS400_01272,PHYS,400,2.975120594828445,1.2115409471897558
STAT300_01273,STAT,300,2.2684056900535787,1.2441240817279815
MATH400_01274,MATH,400,1.227109248010001,2.9165883867440505
PSYCH100_01275,PSYCH,100,2.6989695381088237,1.823545245300351
ENGL500_01276,ENGL,500,2.147577585936681,2.9586010537838616
ENGR200_01277,ENGR,200,3.4419963482192926,3.755836817927236
ENGR100_01278,ENGR,100,3.2645166448489737,2.4577711701646843
CHEM100_01279,CHEM,100,1.71632969147785,1.1910321899144165
CHEM200_01280,CHEM,200,3.7585191838890566,2.3420402107153877
BIO300_01281,BIO,300,1.5107287840062615,3.005409483770896
PHYS400_01282,PHYS,400,3.5205310896628204,2.7928447213153373
ECON500_01283,ECON,500,2.969960096555744,4.28805674990355
ECON400_01284,ECON,400,3.3694137917384075,1.7243796650989198
CS200_01285,CS,200,1.3995184505749894,4.284146594716477
ENGR400_01286,ENGR,400,3.355213242378768,4.051939471595087
CHEM500_01287,CHEM,500,1.4271225626612534,3.917296867611714
BIO200_01288,BIO,200,3.3450112131116327,3.601128792516969
STAT100_01289,STAT,100,2.997396516809873,4.996999449543823
PHYS300_01290,PHYS,300,3.3372017716899203,2.3693196358227744
PSYCH400_01291,PSYCH,400,1.7065398517778982,3.4847904425795875
MATH100_01292,MATH,100,4.74320119079643,3.237301767191767
PSYCH400_01293,PSYCH,400,2.06675318881679,4.9507460338152285
PHYS300_01294,PHYS,300,1.0177443356053746,2.826273053952413
BIO200_01295,BIO,200,1.9234813246333418,4.708479307506898
ENGL300_01296,ENGL,300,3.9240330018179543,2.6795576600793147
STAT200_01297,STAT,200,1.6625433163731946,2.4763835412633814
